# Fixed positions for nodes 0, 1, and 2 at time 0.00000000
0 0.00000000 0.0 0.0
1 0.00000000 0.0 48.0
2 0.00000000 41.0 24.0
# Node 3 moves along the segment between (20,70) and (70,20).
# The movement follows a cycle:
#   - From t=0.0 to t=30.0: moves from (20.00,70.00) to (70.00,20.00)
#   - From t=30.0 to t=60.0: returns from (70.00,20.00) to (20.00,70.00)
# Positions are updated every 5 seconds.
# Cycle 1: 0.0s to 60.0s
3 0.00000000 20.00 70.00
3 5.00000000 28.33 61.67
3 10.00000000 36.67 53.33
3 15.00000000 45.00 45.00
3 20.00000000 53.33 36.67
3 25.00000000 61.67 28.33
3 30.00000000 70.00 20.00
3 35.00000000 61.67 28.33
3 40.00000000 53.33 36.67
3 45.00000000 45.00 45.00
3 50.00000000 36.67 53.33
3 55.00000000 28.33 61.67
3 60.00000000 20.00 70.00
# Cycle 2: 60.0s to 120.0s
3 65.00000000 28.33 61.67
3 70.00000000 36.67 53.33
3 75.00000000 45.00 45.00
3 80.00000000 53.33 36.67
3 85.00000000 61.67 28.33
3 90.00000000 70.00 20.00
3 95.00000000 61.67 28.33
3 100.00000000 53.33 36.67
3 105.00000000 45.00 45.00
3 110.00000000 36.67 53.33
3 115.00000000 28.33 61.67
3 120.00000000 20.00 70.00
# Cycle 3: 120.0s to 180.0s
3 125.00000000 28.33 61.67
3 130.00000000 36.67 53.33
3 135.00000000 45.00 45.00
3 140.00000000 53.33 36.67
3 145.00000000 61.67 28.33
3 150.00000000 70.00 20.00
3 155.00000000 61.67 28.33
3 160.00000000 53.33 36.67
3 165.00000000 45.00 45.00
3 170.00000000 36.67 53.33
3 175.00000000 28.33 61.67
3 180.00000000 20.00 70.00
# Cycle 4: 180.0s to 240.0s
3 185.00000000 28.33 61.67
3 190.00000000 36.67 53.33
3 195.00000000 45.00 45.00
3 200.00000000 53.33 36.67
3 205.00000000 61.67 28.33
3 210.00000000 70.00 20.00
3 215.00000000 61.67 28.33
3 220.00000000 53.33 36.67
3 225.00000000 45.00 45.00
3 230.00000000 36.67 53.33
3 235.00000000 28.33 61.67
3 240.00000000 20.00 70.00
# Cycle 5: 240.0s to 300.0s
3 245.00000000 28.33 61.67
3 250.00000000 36.67 53.33
3 255.00000000 45.00 45.00
3 260.00000000 53.33 36.67
3 265.00000000 61.67 28.33
3 270.00000000 70.00 20.00
3 275.00000000 61.67 28.33
3 280.00000000 53.33 36.67
3 285.00000000 45.00 45.00
3 290.00000000 36.67 53.33
3 295.00000000 28.33 61.67
3 300.00000000 20.00 70.00
# Cycle 6: 300.0s to 360.0s
3 305.00000000 28.33 61.67
3 310.00000000 36.67 53.33
3 315.00000000 45.00 45.00
3 320.00000000 53.33 36.67
3 325.00000000 61.67 28.33
3 330.00000000 70.00 20.00
3 335.00000000 61.67 28.33
3 340.00000000 53.33 36.67
3 345.00000000 45.00 45.00
3 350.00000000 36.67 53.33
3 355.00000000 28.33 61.67
3 360.00000000 20.00 70.00
